time,val
3485,372
3496,390
3507,384
3517,363
3527,344
3537,326
3548,312
3558,298
3569,309
3579,341
3590,362
3600,384
3610,385
3620,361
3632,343
3642,325
3652,310
3662,296
3673,296
3683,326
3693,354
3704,376
3715,381
3725,361
3735,342
3745,324
3756,307
3767,294
3777,281
3787,313
3798,344
3808,365
3818,384
3829,361
3840,337
3850,322
3860,307
3870,293
3880,280
3891,303
3902,337
3912,360
3922,378
3933,360
3943,342
3953,324
3964,309
3975,295
3985,283
3995,299
4005,330
4016,356
4026,377
4037,365
4047,346
4058,329
4068,314
4078,299
4088,285
4100,291
4110,329
4120,355
4130,374
4141,376
4151,356
4162,338
4172,321
4183,307
4193,296
4203,294
4213,327
4224,353
4235,377
4245,389
4255,365
4265,348
4276,333
4286,317
4297,302
4307,291
4318,330
4328,356
4338,376
4348,395
4359,376
4370,356
4380,338
4390,323
4401,310
4411,295
4421,324
4432,353
4443,377
4453,394
4463,380
4473,359
4484,342
4495,327
4505,310
4515,296
4526,322
4536,350
4546,370
4556,390
4568,384
4578,362
4588,342
4598,325
4609,312
4619,298
4630,307
4640,341
4651,365
4661,383
4671,383
4681,360
4691,341
4703,324
4713,308
4723,295
4733,290
4744,328
4754,353
4765,371
4775,382
4786,361
4796,340
4806,322
4816,308
4828,295
4838,278
4848,314
4858,343
4869,366
4879,381
4889,358
4900,339
4911,323
4921,307
4931,292
4941,280
4952,304
4963,335
4973,360
4983,381
4994,361
5004,341
5014,324
5024,309
5036,295
5046,282
5056,299
5066,331
5076,355
5087,376
5098,365
5108,346
5118,330
5129,313
5139,299
5149,287
5160,293
5171,330
5181,356
5191,377
5201,378
5212,354
5222,338
5233,321
5243,308
5254,296
5264,289
5274,327
5284,357
5296,379
5306,386
5316,369
5326,350
5337,331
5347,316
5357,303
5368,295
5379,331
5389,354
5399,376
5409,396
5420,375
5431,356
5441,338
5451,323
5462,309
5472,294
5482,324
5493,353
5504,377
5514,393
5524,380
5534,360
5544,343
5555,325
5566,310
5576,297
5586,320
5597,349
5607,372
5617,390
5628,382
5639,359
5649,343
5659,327
5669,311
5680,296
5690,306
5701,342
5711,365
5722,381
5732,383
5742,361
5752,341
5764,324
5774,308
5784,295
5794,290
5805,325
5815,349
5826,374
5836,382
5847,358
5857,339
5867,323
5877,307
5888,292
5899,278
5909,314
5919,343
5929,364
5940,379
5950,357
5961,339
5971,322
5982,306
5992,294
6002,282
6012,302
6023,336
6034,362
6044,381
6054,360
6065,341
6075,324
6085,310
6096,294
6107,281
6117,297
6127,332
6137,356
6148,378
6159,367
6169,348
6179,329
6190,315
6200,302
6210,288
6220,295
6232,329
6242,358
6252,378
6262,377
6273,355
6283,338
6294,323
6304,308
6315,295
6325,291
6335,329
6345,356
6355,377
6367,391
6377,368
6387,350
6397,331
6408,317
6418,306
6429,290
6439,327
6450,358
6460,380
6470,395
6480,376
6492,358
6502,338
6512,324
6522,308
6533,295
6543,325
6553,355
6564,376
6575,393
6585,380
6595,359
6605,341
6616,325
6627,311
6637,296
6647,319
6658,349
6668,371
6678,389
6688,381
6700,362
6710,344
6720,324
6730,310
6740,295
6751,303
6762,339
6772,361
6782,382
6793,381
6803,359
6813,339
6824,323
6835,309
6845,295
6855,285
6865,322
6876,352
6886,372
6897,379
6907,357
6918,340
6928,321
6938,305
6948,292
6960,280
6970,316
6980,341
6990,364
7001,381
7011,358
7021,338
7032,320
7043,308
7053,294
7063,279
7073,306
7084,338
7095,361
7105,379
7115,361
7126,341
7136,324
7146,308
7157,294
7168,282
7178,299
7188,334
7198,358
7208,379
7219,367
7230,345
7240,330
7250,317
7261,302
7271,286
7281,296
7292,331
7303,359
7313,377
7323,377
7333,357
7344,342
7354,324
7365,309
7375,296
7386,294
7396,330
7406,356
7416,379
7428,392
7438,366
7448,349
7458,333
7469,318
7479,303
7490,290
7500,333
7511,358
7521,378
7531,394
7541,377
7552,357
7563,338
7573,321
7583,309
7593,294
7604,325
7614,354
7625,376
7635,395
7646,379
7656,358
7666,342
7676,326
7687,310
7698,296
7708,321
7718,348
7729,370
7739,387
7749,382
7760,359
7771,341
7781,326
7791,311
7801,296
7812,306
7823,338
7833,362
7843,382
7854,380
7864,357
7874,340
7884,324
7896,308
7906,292
7916,288
7926,324
7937,348
7947,370
7958,379
7968,358
7979,338
7989,320
7999,305
8009,293
8019,278
8031,312
8041,344
8051,365
8061,381
8072,356
8082,339
8093,323
8103,307
8114,292
8124,279
8134,307
8144,336
8156,359
8166,379
8176,362
8186,341
8197,323
8207,309
8217,295
8228,282
8239,300
8249,332
8259,360
8269,377
8280,366
8291,349
8301,332
8311,317
8322,302
8332,289
8342,295
8352,332
8364,360
8374,379
8384,378
8394,360
8404,340
8415,325
8426,311
8436,297
8446,294
8457,330
8467,358
8477,381
8488,391
8499,368
8509,353
8519,333
8529,318
8540,304
8550,296
8561,332
8571,358
8582,378
8592,396
8602,377
8612,356
8624,339
8634,322
8644,308
8654,293
8665,325
8675,355
8685,377
8696,393
8707,379
8717,359
8727,341
8737,325
8748,309
8759,296
8769,318
8779,347
8790,370
8800,389
8810,381
8821,360
8832,341
8842,325
8852,310
8862,294
8872,304
8883,336
8894,363
8904,382
8914,378
8925,358
8935,341
8945,320
8956,307
8967,292
8977,287
8987,321
8997,347
9008,371
9018,380
9029,354
9039,336
9050,322
9060,307
9070,292
9080,276
9092,309
9102,343
9112,363
9122,379
9133,359
9143,339
9154,322
9164,303
9175,292
9185,280
9195,306
9205,336
9216,361
9227,381
9237,360
9247,340
9257,324
9268,309
9278,295
9289,282
9299,302
9310,334
9320,358
9330,378
9340,369
9351,351
9362,330
9372,317
9382,302
9393,291
9403,300
9413,333
9424,359
9435,379
9445,382
9455,358
9465,342
9476,328
9487,311
9497,296
9507,294
9518,333
9528,357
9538,378
9548,392
9560,370
9570,351
9580,333
9590,320
9601,306
9611,295
9622,330
9632,359
9643,379
9653,396
9663,376
9673,356
9683,340
9695,321
9705,307
9715,292
9725,328
9736,354
9746,377
9757,393
9767,379
9778,359
9788,340
9798,325
9808,309
9820,295
9830,317
9840,349
9850,371
9861,388
9871,381
9881,360
9892,340
9903,323
9913,308
9923,294
9933,304
9944,337
9955,360
9965,379
9975,380
9986,359
9996,337
10006,321
10017,377
10030,288
10041,351
10052,335
10063,313
10075,382
10087,281
10098,339
10109,343
10121,302
10132,374
10143,278
10156,332
10167,351
10178,298
10189,365
10201,296
10212,323
10224,361
10235,293
10247,356
10258,313
10269,318
10280,368
10293,287
10304,347
10315,326
10327,312
10338,377
