time,val
6829,122
6839,117
6849,116
6860,117
6871,120
6881,121
6891,119
6901,115
6912,109
6922,102
6933,95
6942,93
6951,91
6961,88
6970,90
6979,89
6989,88
6999,85
7008,83
7017,82
7026,80
7035,79
7045,77
7054,77
7064,75
7073,74
7083,74
7092,74
7101,73
7110,72
7119,73
7130,74
7139,74
7148,75
7157,75
7166,76
7176,77
7185,79
7195,81
7204,82
7214,84
7223,85
7232,87
7241,90
7250,92
7261,95
7270,96
7279,99
7288,102
7299,109
7309,112
7319,114
7330,117
7341,115
7351,114
7361,114
7371,117
7382,122
7393,129
7403,138
7413,144
7424,147
7434,148
7444,146
7454,142
7465,140
7476,142
7486,146
7496,152
7506,159
7517,166
7528,168
7538,168
7548,166
7559,162
7569,159
7579,158
7590,160
7601,164
7611,170
7621,174
7631,176
7642,175
7652,171
7663,165
7673,160
7684,158
7694,158
7704,160
7714,164
7726,167
7736,168
7746,166
7756,162
7767,156
7777,147
7787,142
7798,140
7809,140
7819,143
7829,147
7839,147
7849,144
7861,139
7871,132
7881,124
7891,117
7902,113
7912,113
7923,114
7933,115
7944,117
7954,115
7964,110
7974,103
7985,97
7995,94
8004,89
8013,87
8023,88
8032,86
8041,85
8050,83
8060,82
8070,79
8079,78
8088,77
8097,76
8107,76
8116,74
8126,73
8135,73
8144,74
8154,74
8163,72
8172,73
8181,73
8192,74
8201,75
8210,76
8219,77
8228,77
8238,79
8247,81
8257,83
8266,85
8275,86
8285,88
8294,92
8303,94
8312,97
8323,98
8332,101
8342,100
8352,102
8363,101
8373,104
8383,108
8394,113
8404,121
8415,129
8425,135
8435,137
8445,137
8457,135
8467,132
8477,132
8487,135
8498,139
8508,146
8518,155
8529,160
8540,162
8550,162
8560,159
8570,155
8581,153
8592,154
8602,157
8612,162
8623,169
8633,173
8643,174
8654,173
8665,169
8675,164
8685,160
8695,159
8706,161
8716,165
8727,169
8737,173
8748,173
8758,170
8768,165
8778,159
8790,153
8800,149
8810,148
8820,150
8830,154
8841,156
8851,155
8862,152
8872,146
8883,139
8893,131
8903,126
8913,124
8925,125
8935,127
8945,129
8955,128
8966,125
8976,120
8987,112
8997,105
9008,98
9017,96
9026,95
9035,93
9044,95
9055,93
9064,91
9073,87
9082,86
9092,84
9101,83
9110,81
9120,78
9129,77
9139,77
9148,76
9157,76
9166,75
9176,75
9186,74
9195,73
9204,74
9213,74
9223,74
9232,73
9241,75
9250,76
9261,77
9270,79
9279,79
9288,80
9297,82
9307,84
9316,86
9326,87
9335,90
9345,91
9354,93
9363,96
9372,98
9381,101
9393,102
9403,105
9413,104
9423,106
9434,108
9444,111
9455,117
9465,124
9476,133
9486,138
9496,140
9506,140
9517,138
9528,136
9538,136
9548,138
9559,143
9569,149
9579,157
9590,162
9601,164
9611,164
9621,161
9631,157
9641,155
9653,156
9663,159
9673,164
9683,170
9694,174
9704,174
9714,173
9725,169
9736,164
9746,160
9756,159
9766,160
9777,164
9788,168
9798,171
9808,171
9819,168
9829,163
9839,156
9849,150
9861,147
9871,146
9881,148
9891,152
9902,154
9912,152
9923,149
9933,143
9944,136
9954,128
9964,122
9974,120
9986,121
9996,123
10006,125
10017,122
10029,119
10040,116
10052,108
10063,104
10075,101
10086,98
10096,92
10106,89
10118,84
10128,82
10138,81
10148,83
10159,84
10169,85
10179,84
10190,82
10201,77
10211,73
10221,70
10231,68
10242,69
10253,72
10263,74
10273,77
10284,80
10294,79
10304,77
10314,76
10326,75
10336,74
10346,76
10356,80
10366,86
10377,91
10388,96
10398,99
10408,99
10419,98
10429,96
10439,97
10450,100
10462,102
10473,110
10484,113
10496,118
10507,122
10519,125
10530,129
10542,133
10553,135
10564,138
10575,141
10588,143
10599,147
10610,149
10621,152
10633,153
10644,155
