time,val
2246,148
2256,150
2268,153
2278,154
2288,156
2298,158
2309,159
2319,161
2329,163
2340,164
2351,165
2361,166
2371,167
2381,168
2392,168
2403,168
2413,169
2423,169
2434,169
2444,169
2454,168
2465,168
2476,167
2486,165
2496,164
2506,163
2516,162
2527,161
2538,159
2548,157
2558,156
2569,154
2579,152
2589,149
2600,147
2611,144
2621,142
2631,140
2641,137
2652,134
2663,132
2673,130
2683,128
2694,124
2704,121
2714,118
2724,115
2736,112
2746,109
2756,106
2766,104
2777,101
2787,99
2797,98
2806,96
2816,93
2825,91
2834,87
2843,86
2852,83
2863,82
2872,82
2881,81
2890,80
2899,80
2909,79
2918,77
2928,77
2937,77
2947,78
2956,78
2965,77
2974,78
2983,79
2993,80
3003,81
3012,81
3021,83
3031,84
3040,86
3049,88
3058,90
3068,92
3078,93
3087,95
3096,98
3105,101
3116,102
3126,103
3137,107
3147,109
3158,115
3168,118
3178,121
3188,124
3200,125
3210,127
3220,130
3230,133
3240,135
3251,137
3262,140
3272,142
3282,145
3293,148
3303,150
3313,152
3323,154
3335,156
3345,158
3355,159
3365,161
3376,163
3386,164
3397,165
3407,166
3418,167
3428,168
3438,168
3448,168
3459,169
3470,168
3480,168
3490,168
3501,168
3511,167
3521,167
3532,166
3543,165
3553,164
3563,163
3573,162
3584,160
3595,158
3605,157
3615,155
3625,153
3636,151
3646,148
3656,145
3667,143
3678,140
3688,138
3698,135
3708,132
3719,129
3730,127
3740,125
3750,122
3761,119
3771,116
3781,113
3791,110
3803,107
3813,104
3823,102
3833,99
3843,98
3852,96
3862,95
3871,92
3880,89
3890,88
3899,85
3908,84
3917,82
3928,81
3937,80
3946,80
3955,80
3964,79
3974,79
3983,78
3993,78
4002,78
4012,79
4021,80
4030,79
4039,80
4048,82
4058,83
4068,84
4077,84
4086,86
4096,88
4105,90
4114,93
4123,94
4133,96
4143,97
4152,100
4162,100
4172,102
4183,104
4194,106
4204,111
4214,114
4225,119
4235,122
4245,125
4255,128
4267,130
4277,133
4287,136
4297,139
4307,141
4318,143
4329,146
4339,148
4349,151
4360,152
4370,154
4380,157
4390,158
4402,160
4412,161
4422,162
4432,163
4443,165
4453,166
4464,167
4474,168
4485,168
4495,168
4505,168
4515,169
4527,169
4537,168
4547,168
4557,168
4568,167
4578,166
4588,165
4599,164
4610,162
4620,161
4630,159
4640,158
4651,156
4662,154
4672,152
4682,150
4692,148
4703,146
4713,143
4723,141
4734,138
4745,136
4755,133
4765,130
4775,128
4786,125
4797,123
4807,120
4817,117
4828,114
4838,111
4848,108
4859,105
4870,102
4880,99
4889,98
4898,96
4908,95
4917,94
4927,92
4936,89
4945,86
4955,85
4964,82
4973,82
4982,80
4993,79
5002,79
5011,78
5020,78
5029,77
5039,78
5048,78
5058,78
5067,79
5076,79
5086,80
5095,80
5104,82
5113,83
5123,85
5133,87
5142,88
5151,89
5160,92
5170,94
5179,96
5188,98
5198,100
5209,101
5219,103
5229,104
5239,106
5250,109
5261,111
5271,116
5281,119
5292,124
5302,127
5312,129
5322,132
5334,135
5344,137
5354,140
5364,142
5374,144
5385,146
5396,149
5406,152
5416,154
5427,156
5437,157
5447,159
5458,161
5469,162
5479,163
5489,164
5499,166
5510,166
5520,167
5531,168
5541,168
5552,168
5562,168
5572,168
5582,168
5594,168
5604,167
5614,167
5624,166
5635,165
5645,164
5655,163
5666,161
5677,160
5687,158
5697,156
5707,154
5718,152
5729,150
5739,148
5749,146
5760,144
5770,141
5780,138
5791,135
5801,133
5812,130
5822,127
5832,124
5842,122
5853,119
5864,117
5874,114
5884,111
5895,108
5905,105
5915,102
5926,99
5936,96
5945,94
5954,93
5963,92
5972,92
5982,90
5992,88
6001,85
6010,82
6020,82
6029,81
6038,80
6047,79
6057,78
6067,78
6076,78
6085,78
6094,77
6104,78
6113,79
6123,80
6132,81
6141,81
6151,82
6160,83
6169,84
6178,86
6188,88
6198,90
6207,91
6216,93
6225,96
6235,98
6244,101
6254,103
6265,106
6276,106
6286,109
6296,110
6306,112
6317,115
6328,117
6338,123
6348,126
6359,129
6369,132
6379,135
6390,137
6401,140
6411,143
6421,145
6431,147
6441,149
6452,151
6463,154
6473,156
6483,158
6494,159
6504,161
6514,163
6525,164
6536,165
6546,166
6556,166
6566,167
6577,168
6587,168
6598,169
6608,169
6619,169
6629,169
6639,168
6649,168
6661,167
6671,167
6681,166
6691,165
6702,164
6712,162
6723,160
6733,158
6744,156
6754,155
6764,153
6774,151
6785,148
6796,146
6806,144
6816,142
6827,139
6837,136
6847,133
6858,130
6868,127
6879,124
6889,121
6899,119
6909,116
6920,113
6931,111
6941,108
6951,105
6962,102
6972,99
6981,95
6991,93
7001,91
7010,89
7019,89
7028,87
7037,87
7047,85
7057,83
7066,81
7075,81
7085,80
7094,79
7103,79
7112,77
7122,77
7132,78
7141,78
7150,79
7159,78
7169,79
7178,80
7188,81
7197,83
7206,83
7216,85
7225,86
7234,88
7243,90
7252,91
7263,93
7272,95
7281,97
7290,100
7301,104
7311,107
7322,108
7332,111
7343,112
7353,114
7363,116
7373,119
7384,123
7395,125
7405,128
7415,132
7426,134
7436,137
7446,140
7457,142
7468,144
7478,147
7488,149
7498,151
7508,153
7519,155
7530,157
7540,159
7550,161
7561,162
7571,164
7581,165
7592,166
7603,166
7613,167
7623,168
7633,168
7644,168
7655,169
7665,169
7675,168
7686,168
7696,167
7706,167
7716,166
7728,165
7738,164
7748,163
7758,162
7769,161
7779,159
7790,157
7800,155
7811,152
7821,151
7831,148
7841,146
7852,143
7863,141
7873,139
7883,136
7894,133
7904,130
7914,128
7925,125
7936,122
7946,119
7956,117
7966,114
7976,112
7988,110
7998,107
8008,104
8018,101
8029,98
8038,94
8047,92
8057,89
8067,87
8076,87
8085,85
8094,85
8103,83
8113,82
8123,80
8132,80
8141,79
8151,79
8160,79
8169,78
8178,78
8188,79
8198,79
8207,80
8216,79
8225,79
8235,81
8244,82
8254,84
8263,84
8272,86
8282,87
8291,89
8300,91
8309,93
8320,96
8329,97
8338,99
8347,102
8357,107
8368,109
8378,112
8389,115
8399,116
8410,118
8420,119
8430,122
8440,125
8451,128
8462,131
8472,135
8482,137
8493,140
8503,142
8513,144
8524,147
8535,149
8545,151
8555,153
8565,155
8576,157
8587,159
8597,161
8607,163
8617,164
8628,165
8638,166
8648,167
8659,167
8670,168
8680,168
8690,169
8700,169
8711,169
8722,169
8732,168
8742,168
8753,167
8763,166
8773,165
8783,164
8795,163
8805,162
8815,161
8825,159
8836,157
8846,155
8857,153
8867,151
8878,149
8888,146
8898,144
8908,141
8920,139
8930,136
8940,134
8950,131
8961,128
8971,125
8981,122
8992,119
9003,116
9013,114
9023,111
9033,108
9043,106
9055,104
9065,101
9075,98
9084,94
9094,92
9103,88
9112,86
9122,84
9132,83
9141,83
9150,82
9159,82
9168,80
9178,79
9188,79
9197,79
9206,79
9216,78
9225,78
9234,77
9243,78
9253,79
9263,80
9272,81
9281,80
9290,81
9299,83
9309,84
9319,86
9328,87
9337,89
9347,91
9356,93
9365,96
9374,97
9384,100
9395,100
9405,103
9415,104
9425,106
9436,108
9446,110
9457,115
9467,118
9478,123
9488,126
9498,129
9508,132
9520,135
9530,138
9540,140
9550,143
9561,145
9571,147
9581,149
9592,152
9603,154
9613,156
9623,158
9633,160
9644,161
9655,162
9665,164
9675,165
9686,165
9696,167
9706,167
9717,168
9728,168
9738,169
9748,169
9758,168
9768,168
9779,168
9790,167
9800,167
9810,166
9821,166
9831,165
9841,163
9852,162
9863,160
9873,159
9883,157
9893,155
9904,153
9914,151
9925,149
9935,147
9946,145
9956,142
9966,139
9976,137
9988,134
9998,131
10008,128
10019,124
10031,122
10042,121
10054,118
10065,117
10077,114
10088,111
10099,108
10110,103
10123,99
10133,97
10143,95
10153,91
10164,89
10174,85
10185,83
10195,83
10206,81
10216,81
10226,80
10236,79
10247,79
10258,78
10268,78
10278,78
10289,78
10299,79
10309,79
10320,80
10331,81
10341,82
10351,83
10361,85
10372,86
10383,88
10393,90
10403,91
10414,94
10424,97
10434,100
10445,102
10458,104
10469,109
10480,111
10491,116
